campaign_id,campaign_name,adset_id,adset_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.web_in_store_purchase,actions.omni_purchase,actions.omni_initiated_checkout,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_initiate_checkout,actions.onsite_web_purchase,actions.add_payment_info,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_app_purchase,action_values.onsite_web_initiate_checkout,action_values.add_payment_info,action_values.omni_initiated_checkout,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.initiate_checkout,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120242604419580627,Pet_Reel_23/02/2026,120242605041150627,Broad Pet Audience,2026-04-13,2026-04-19,0.07,3,3,0,0,,23.333333,1,0,,,,,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,120242605041150627,Broad Pet Audience,2026-04-13,2026-04-19,275.59,1038,910,9,0.867052,30.621111,265.500963,1.140659,8,8,9,9,,instagram,instagram_reels,,,1,1,,,,1,1,3,3,5,1,5,39,1,39,39,1,3,1,39,,3,39,39,1,990,81500,81500,990,990,81500,81500,81500,990,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,120242605041150627,Broad Pet Audience,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,120242605041150627,Broad Pet Audience,2026-04-13,2026-04-19,191.38,307,263,8,2.605863,23.9225,623.387622,1.1673,7,7,7,7,,instagram,instagram_stories,,,,,,,,,,,,5,3,5,10,3,10,10,3,,3,10,,,10,10,3,2470,10100,10100,2470,2470,10100,10100,10100,2470,2470,,,,2,,1,,,,2,,1,2,2,,1060,521,1060,,,,1060,521,,1060,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,120242605041150627,Broad Pet Audience,2026-04-13,2026-04-19,0.85,12,12,0,0,,70.833333,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,68.384208,394,125,108,27.411168,0.633187,173.56398,3.152,126,126,435,435,309,audience_network,an_classic,,,,,,,,,,3,3,48,,48,31,,31,31,,3,,31,,3,31,31,,,57090,57090,,,57090,57090,57090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,35.726974,124,55,43,34.677419,0.83086,288.120758,2.254545,55,55,178,178,123,audience_network,rewarded_video,,,,,,,,,,,,35,1,35,16,1,16,16,1,,1,16,,,16,16,1,1890,29840,29840,1890,1890,29840,29840,29840,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.849928,1,1,0,0,,849.928014,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,2.169816,15,14,0,0,,144.654415,1.071429,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.94992,29,28,0,0,,32.755846,1.035714,0,,4,4,4,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,369.988663,3606,1474,19,0.5269,19.473088,102.603623,2.446404,6,6,483,483,469,facebook,facebook_reels,,1,8,9,,,,7,8,,,5,3,5,6,3,6,6,3,,3,6,,,6,6,3,5040,9630,9630,5040,5040,9630,9630,9630,5040,5040,,1,1,1,1,1,1,1,1,1,1,1,1,1,3204,3204,3204,3204,0.32,3204,3204,3204,3204,3204,3204,3204,3204,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,7.899331,211,115,0,0,,37.437587,1.834783,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,43.586308,293,217,0,0,,148.758732,1.35023,0,,18,18,18,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,518.90605,1898,972,31,1.633298,16.738905,273.396233,1.952675,12,12,204,204,191,facebook,feed,,,1,1,,,,1,1,1,1,4,2,4,22,2,22,22,2,1,2,22,,1,22,22,2,589,28235,28235,589,589,28235,28235,28235,589,589,,2,2,4,2,2,2,2,2,4,2,2,4,4,1184,569,1184,569,0.12,1184,1184,569,1184,1184,569,1184,1184,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,77.57343,1042,436,9,0.863724,8.61927,74.44667,2.389908,8,8,182,182,173,facebook,instream_video,,,1,1,,,,1,1,1,1,7,,7,4,,4,4,,1,,4,,1,4,4,,,7560,7560,,,7560,7560,7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.11999,3,2,0,0,,39.996612,1.5,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.209982,3,3,0,0,,69.994072,1,0,,1,1,1,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,804.971821,2806,1891,21,0.748396,38.331992,286.875204,1.483871,13,13,492,492,472,instagram,feed,,,7,7,,1,1,6,6,,,9,,9,10,,10,10,,,,10,,,10,10,,,19620,19620,,,19620,19620,19620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.109991,3,3,0,0,,36.663561,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,1.849843,137,129,0,0,,13.502506,1.062016,0,,47,47,47,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,1315.668567,11954,7215,52,0.435001,25.301319,110.060948,1.656826,22,22,1516,1516,1472,instagram,instagram_reels,,5,22,27,2,,,15,20,,,15,7,15,46,7,46,46,7,,7,46,,,46,46,7,11560,77000,77000,11560,11560,77000,77000,77000,11560,11560,,,,4,,,,,,4,,,4,4,,9760,,9760,,,,9760,,,9760,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,0.059995,9,9,1,11.111111,0.059995,6.666102,1,1,1,1,1,,instagram,instagram_search,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,525.185518,2325,1303,18,0.774194,29.176973,225.886244,1.784344,13,13,133,133,120,instagram,instagram_stories,,,,,,,,,,,,8,,8,18,,18,18,,,,18,,,18,18,,,43530,43530,,,43530,43530,43530,,,,,,1,,,,,,1,,,1,1,,490,,490,,,,490,,,490,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,2026-04-13,2026-04-19,3.969664,927,737,72,7.76699,0.055134,4.282269,1.257802,72,72,226,226,154,threads,threads_feed,,,,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,46.99,358,124,70,19.553073,0.671286,131.256983,2.887097,81,81,362,362,281,audience_network,an_classic,,,,,,,,,,5,5,34,,34,59,,59,59,,5,,59,,5,59,59,,,100220,100220,,,100220,100220,100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,34.33,155,62,39,25.16129,0.880256,221.483871,2.5,43,43,197,197,154,audience_network,rewarded_video,,,,,,,,,,,,24,,24,17,,17,17,,,,17,,,17,17,,,27730,27730,,,27730,27730,27730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,2.45,4,4,0,0,,612.5,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,0.71,14,14,0,0,,50.714286,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,135.71,1030,474,3,0.291262,45.236667,131.757282,2.172996,1,1,132,132,129,facebook,facebook_reels,,,2,2,,,,2,2,,,1,5,1,,5,,,5,,5,,,,,,5,7620,,,7620,7620,,,,7620,7620,,1,1,1,1,1,1,1,1,1,1,1,1,1,6858,6858,6617,6858,0.69,6858,6858,6858,6617,6858,6858,6858,6858,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,5.89,112,70,0,0,,52.589286,1.6,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,33.23,90,74,2,2.222222,16.615,369.222222,1.216216,2,2,6,6,4,facebook,facebook_stories,,,,,,,,,,,,2,,2,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,223.41,756,438,9,1.190476,24.823333,295.515873,1.726027,3,3,81,81,78,facebook,feed,,,,,,,,,,,,,3,,3,3,3,3,3,,3,3,,,3,3,3,5878,8589,8589,5878,5878,8589,8589,8589,5878,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,41.59,451,200,3,0.665188,13.863333,92.217295,2.255,2,2,77,77,75,facebook,instream_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,0.09,3,3,0,0,,30,1,0,,1,1,1,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,0.69,2,2,0,0,,345,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,703.19,2532,1707,17,0.671406,41.364118,277.721169,1.483304,10,10,458,458,444,instagram,feed,,1,4,5,,,,3,4,,,8,4,8,17,4,17,17,4,,4,17,,,17,17,4,2960,19575,19575,2960,2960,19575,19575,19575,2960,2960,,,,2,,,,,,2,,,2,2,,521,,521,,,,521,,,521,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,1.61,148,137,0,0,,10.878378,1.080292,0,,42,42,42,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,1361.27,10714,6542,52,0.485346,26.178269,127.055255,1.637725,24,24,1262,1262,1227,instagram,instagram_reels,,4,11,15,,1,1,6,10,1,1,15,12,15,51,12,51,51,12,1,12,51,,1,51,51,12,10110,77900,77900,10110,10110,77900,77900,77900,10110,10110,,3,3,3,3,3,3,3,3,3,3,3,3,3,6223,6996,6223,6996,0.62,6223,6223,6996,6223,6223,6996,6223,6223,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,0.13,7,7,0,0,,18.571429,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,509,1998,1161,10,0.500501,50.9,254.754755,1.72093,6,6,120,120,114,instagram,instagram_stories,,,,,,,,,,2,2,6,2,6,19,2,19,19,2,2,2,19,,2,19,19,2,6777,31690,31690,6777,6777,31690,31690,31690,6777,6777,,1,1,1,1,1,1,1,1,1,1,1,1,1,2537,2950,2537,2950,0.25,2537,2537,2950,2537,2537,2950,2537,2537,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,2026-04-13,2026-04-19,3.18,714,604,60,8.403361,0.053,4.453782,1.182119,60,60,150,150,90,threads,threads_feed,,,,,,,,,,,,7,,7,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,1,,,,,,1,,,1,1,,891,,891,,,,891,,,891,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,26.300414,173,75,20,11.560694,1.315021,152.025517,2.306667,21,21,154,154,133,audience_network,an_classic,,,,,,,,,,,,3,,3,4,,4,4,,,,4,,,4,4,,,8150,8150,,,8150,8150,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,11.590183,79,28,5,6.329114,2.318037,146.711173,2.821429,5,5,82,82,77,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,4.920078,28,27,1,3.571429,4.920078,175.717055,1.037037,1,1,1,1,,facebook,facebook_notification,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,1.440023,28,26,0,0,,51.429382,1.076923,0,,4,4,4,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,478.547541,4491,2126,23,0.512135,20.806415,106.557012,2.112418,16,16,458,458,437,facebook,facebook_reels,,1,5,6,,1,1,3,4,3,3,12,7,12,12,7,12,12,7,3,7,12,,3,12,12,7,9489,21199,21199,9489,9489,21199,21199,21199,9489,9489,,1,1,3,1,1,1,1,1,3,1,1,3,3,2880,7640.1,2875,7640.1,0.29,2880,2880,7640.1,2875,2880,7640.1,2880,2880,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,3.950062,112,67,1,0.892857,3.950062,35.268413,1.671642,1,1,2,2,1,facebook,facebook_reels_overlay,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,46.100727,260,206,0,0,,177.310487,1.262136,0,,20,20,20,facebook,facebook_stories,,,,,,,,,,,,,,,4,,4,4,,,,4,,,4,4,,,8480,8480,,,8480,8480,8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,551.42869,1846,1166,25,1.35428,22.057148,298.715433,1.58319,11,11,250,250,238,facebook,feed,,,1,1,,,,1,1,1,1,7,7,7,27,7,27,27,7,1,7,27,,1,27,27,7,5970,31749,31749,5970,5970,31749,31749,31749,5970,5970,,1,1,3,1,1,1,1,1,3,1,1,3,3,1071,2911,1071,2911,0.11,1071,1071,2911,1071,1071,2911,1071,1071,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,67.831069,689,403,4,0.580552,16.957767,98.448576,1.709677,3,3,223,223,219,facebook,instream_video,,,1,1,,,,,,,,4,,4,5,,5,5,,,,5,,,5,5,,,28644.16,28644.16,,,28644.16,28644.16,28644.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,3.380053,56,34,0,0,,60.358094,1.647059,0,,23,23,23,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,0.240004,8,8,0,0,,30.000473,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,1922.430296,8082,5265,62,0.767137,31.00694,237.865664,1.535043,47,47,1404,1404,1342,instagram,feed,,2,15,17,,4,4,8,10,3,3,35,8,35,87,8,87,87,8,3,8,87,,3,87,87,8,5545,116479.14,116479.14,5545,5545,116479.14,116479.14,116479.14,5545,5545,,2,2,10,2,4,2,2,2,10,2,4,10,10,3916.5,17788.6,7776.5,17788.6,0.39,3916.5,3916.5,17788.6,7776.5,3916.5,17788.6,3916.5,3916.5,1,1,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,0.62001,9,7,0,0,,68.889975,1.285714,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,8.390132,1275,1240,1,0.078431,8.390132,6.580496,1.028226,0,,290,290,290,instagram,instagram_explore_grid_home,,,,,,,,,,1,1,,,,1,,1,1,,1,,1,,1,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,3022.407631,34370,21075,143,0.416061,21.135718,87.937377,1.630842,65,65,3468,3468,3378,instagram,instagram_reels,,5,25,30,4,,,16,21,5,5,55,22,55,167,22,167,167,22,5,22,167,,5,167,167,22,27768,252576.31,252576.31,27768,27768,252576.31,252576.31,252576.31,27768,27768,,3,3,21,3,8,3,3,3,21,3,8,21,21,2772,36243.4,10915.8,36243.4,0.28,2772,2772,36243.4,10915.8,2772,36243.4,2772,2772,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,1.520024,96,96,0,0,,15.833583,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,822.002954,4796,3029,36,0.750626,22.833415,171.393443,1.583361,29,29,370,370,341,instagram,instagram_stories,,2,,2,,,,0,,4,4,10,5,10,65,5,65,65,5,4,5,65,,4,65,65,5,2970,108159,108159,2970,2970,108159,108159,108159,2970,2970,,1,1,1,1,1,1,1,1,1,1,1,1,1,1161,1161,1161,1161,0.12,1161,1161,1161,1161,1161,1161,1161,1161,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,120242732699810627,Broad Audience,2026-04-13,2026-04-19,6.98011,3856,3532,158,4.09751,0.044178,1.810195,1.091733,158,158,535,535,376,threads,threads_feed,,,1,1,,,,1,1,,,9,,9,1,,1,1,,,,1,,,1,1,,,550,550,,,550,550,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,1,1,1,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,0.34,3,3,0,0,,113.333333,1,0,,1,1,1,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,0.41,4,4,1,25,0.41,102.5,1,1,1,2,2,1,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,120243101620230627,Luxury Lifestyle Stack,2026-04-13,2026-04-19,0.17,2,2,0,0,,85,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
