campaign_id,campaign_name,adset_id,adset_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.web_in_store_purchase,actions.omni_purchase,actions.omni_initiated_checkout,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_initiate_checkout,actions.onsite_web_purchase,actions.add_payment_info,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_app_purchase,action_values.onsite_web_initiate_checkout,action_values.add_payment_info,action_values.omni_initiated_checkout,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.initiate_checkout,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,597.23,2079,1360,25,1.202501,23.8892,287.267917,1.528676,16,16,183,183,167,instagram,instagram_stories,,,,,,,,,,,,12,4,12,22,4,22,22,4,,4,22,,,22,22,4,6640,50509,50509,6640,6640,50509,50509,50509,6640,6640,,1,1,3,1,1,1,1,1,3,1,1,3,3,3990,15228,3491,15228,0.4,3990,3990,15228,3491,3990,15228,3990,3990,,,,1,,1,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,2.91,1273,1245,10,0.785546,0.291,2.285939,1.02249,10,10,275,275,261,threads,threads_feed,,1,4,5,,,,3,4,,,5,,5,1,,1,1,,,,1,,,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109066140627,Warm : Retarget,2026-04-13,2026-04-19,0,0,0,2,,0,,0,0,,,,,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,6.970239,75,16,5,6.666667,1.394048,92.936515,4.6875,5,5,6,6,1,audience_network,an_classic,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,0.440015,7,6,0,0,,62.859295,1.166667,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,69.582382,556,293,1,0.179856,69.582382,125.148169,1.897611,1,1,4,4,3,facebook,facebook_reels,,,,,,,,,,,,1,,1,3,,3,3,,,,3,,,3,3,,,3380,3380,,,3380,3380,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,0.490017,15,12,0,0,,32.667785,1.25,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,3.090106,15,12,0,0,,206.007052,1.25,0,,,,,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,245.248395,763,480,6,0.78637,40.874733,321.426468,1.589583,3,3,7,7,3,facebook,feed,,,1,1,,,,1,1,,,4,,4,3,,3,3,,,,3,,,3,3,,,6770,6770,,,6770,6770,6770,,,,,,2,,,,,,2,,,2,2,,570,,570,,,,570,,,570,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,3.630124,117,74,0,0,,31.026703,1.581081,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,1.100038,3,3,0,0,,366.679219,1,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,2.960101,49,16,0,0,,60.410231,3.0625,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,0.230008,2,2,0,0,,115.003937,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,544.018622,2225,1309,11,0.494382,49.456238,244.502752,1.699771,10,10,250,250,235,instagram,feed,,,5,5,1,,,4,4,3,3,10,14,10,41,14,41,41,14,3,14,41,,3,41,41,14,23918,47703,47703,23918,23918,47703,47703,47703,23918,23918,,2,2,6,2,2,2,2,2,6,2,2,6,6,13874,18681,13874,18681,1.39,13874,13874,18681,13874,13874,18681,13874,13874,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,385.243187,3118,1698,24,0.769724,16.051799,123.554582,1.836278,21,21,42,42,20,instagram,instagram_reels,,,1,1,,,,1,1,2,2,13,8,13,33,8,33,33,8,2,8,33,,2,33,33,8,6760,30690,30690,6760,6760,30690,30690,30690,6760,6760,,1,1,7,1,2,1,1,1,7,1,2,7,7,1190,4644.1,3880,4644.1,0.12,1190,1190,4644.1,3880,1190,4644.1,1190,1190,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,0.100003,2,2,0,0,,50.001712,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,195.756701,530,365,8,1.509434,24.469588,369.352266,1.452055,8,8,8,8,,instagram,instagram_stories,,,,,,,,,,,,6,4,6,10,4,10,10,4,,4,10,,,10,10,4,3670,12530,12530,3670,3670,12530,12530,12530,3670,3670,,,,2,,,,,,2,,,2,2,,2090,,2090,,,,2090,,,2090,,,,,,,,2,,1,
120243108410360627,BOFU_Conversions_07/03/26,120243109120320627,Hot: ATC IN – Copy,2026-04-13,2026-04-19,1.790061,37,36,0,0,,48.380034,1.027778,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,0.3,1,1,0,0,,300,1,0,,1,1,1,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,0.36,1,1,1,100,0.36,360,1,1,1,2,2,1,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,2880,2880,,,2880,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,0.68,4,2,0,0,,170,2,0,,,,,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,85.14,423,326,16,3.782506,5.32125,201.276596,1.297546,8,8,76,76,67,facebook,feed,,,1,1,,,,1,1,,,6,,6,6,,6,6,,,,6,1,,6,6,,,17440,17440,,,17440,17440,17440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,2
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,0.32,1,1,0,0,,320,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,285.34,1311,1108,13,0.991609,21.949231,217.650648,1.183213,13,13,215,215,191,instagram,feed,,,11,11,1,4,4,6,6,,,9,,9,13,,13,13,,,,13,,,13,13,,,36050,36050,,,36050,36050,36050,,,,,,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,25.01,156,135,1,0.641026,25.01,160.320513,1.155556,1,1,16,16,14,instagram,instagram_reels,,,1,1,,,,1,1,,,1,,1,2,,2,2,,,,2,,,2,2,,,8169,8169,,,8169,8169,8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,217.23,1023,864,18,1.759531,12.068333,212.346041,1.184028,18,18,113,113,95,instagram,instagram_stories,,,,,,,,,,,,9,,9,12,,12,12,,,,12,,,12,12,,,31895,31895,,,31895,31895,31895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,120243109200350627,Engaged: Retarget,2026-04-13,2026-04-19,0,2,2,0,0,,0,1,0,,1,1,1,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.17,106,104,0,0,,1.603772,1.019231,0,,11,11,11,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,344.109606,186137,160649,246,0.132161,1.39882,1.84869,1.158656,13,13,8106,8106,7909,facebook,facebook_reels,,31,184,215,,7,7,146,177,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,71.529918,40685,38840,54,0.132727,1.324628,1.75814,1.047503,45,45,1280,1280,1235,facebook,facebook_stories,,,,,,,,,,,,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,8.149991,486,476,6,1.234568,1.358332,16.769528,1.021008,1,1,33,33,31,facebook,feed,,,1,1,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.21,8,8,0,0,,26.24997,1,0,,2,2,2,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,9.589989,5182,4652,1,0.019298,9.589989,1.850635,1.113929,0,,374,374,374,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.14,65,62,0,0,,2.153844,1.048387,0,,25,25,25,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,35.13996,19563,18754,13,0.066452,2.703074,1.796246,1.043137,11,11,902,902,882,instagram,feed,,4,9,13,,,,5,9,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,7.099992,5103,5103,0,0,,1.391337,1,0,,669,669,669,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,8237.740567,4358422,3501886,2708,0.062133,3.042002,1.890074,1.244593,1058,1058,150538,150538,146274,instagram,instagram_reels,3,1244,3206,4450,103,1,1,1858,3102,1,1,182,1,182,18,1,18,18,1,1,1,18,2,1,18,18,1,390,28060,28060,390,390,28060,28060,28060,390,390,,,,1,,,,,,1,,,1,1,,880,,880,,,,880,,,880,,,,,,2,,,2,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.459999,345,344,0,0,,1.333332,1.002907,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,17.71998,10049,9290,10,0.099512,1.771998,1.763358,1.081701,6,6,168,168,162,instagram,instagram_stories,,9,,9,,,,0,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.639999,312,310,0,0,,2.05128,1.006452,0,,33,33,33,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244098314590627,Broad Lifestyle,2026-04-13,2026-04-19,0.24,157,157,0,0,,1.528661,1,0,,19,19,19,whatsapp,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,12.68,5421,4720,8,0.147574,1.585,2.339052,1.148517,2,2,272,272,267,facebook,facebook_reels,,,3,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.89,601,551,1,0.166389,0.89,1.480865,1.090744,1,1,16,16,15,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.7,96,89,0,0,,7.291667,1.078652,0,,8,8,8,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.49,230,164,0,0,,2.130435,1.402439,0,,8,8,8,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0,2,2,0,0,,0,1,0,,1,1,1,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,1.34,753,713,0,0,,1.779548,1.056101,0,,36,36,35,instagram,feed,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.4,261,260,0,0,,1.532567,1.003846,0,,36,36,36,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,344.15,165319,142047,69,0.041737,4.987681,2.081733,1.163833,38,38,5561,5561,5337,instagram,instagram_reels,,59,186,245,3,,,124,183,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.03,25,25,0,0,,1.2,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.38,202,197,0,0,,1.881188,1.025381,0,,2,2,2,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120244098314580627,TOFU - Awareness,120244099054990627,Lookalike 5%,2026-04-13,2026-04-19,0.1,36,36,0,0,,2.777778,1,0,,6,6,6,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
