campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.omni_initiated_checkout,actions.onsite_web_initiate_checkout,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_initiate_checkout,action_values.omni_initiated_checkout,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.initiate_checkout,actions.web_in_store_purchase,actions.omni_purchase,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_purchase,actions.add_payment_info,action_values.onsite_web_app_purchase,action_values.add_payment_info,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,0.709898,20,20,0,0,,35.494886,1,0,,4,4,4,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,279.009801,2833,1189,19,0.670667,14.684726,98.485634,2.382675,6,6,434,434,420,facebook,facebook_reels,,1,8,9,,,,7,8,,,5,3,5,6,3,6,6,3,,3,6,,,6,6,3,5040,9630,9630,5040,5040,9630,9630,9630,5040,5040,,1,1,1,1,3204,3204,3204,3204,1,1,1,1,1,1,1,1,1,3204,3204,0.32,3204,3204,3204,3204,3204,3204,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,5.089267,132,76,0,0,,38.555051,1.736842,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,28.325919,161,129,0,0,,175.937385,1.248062,0,,13,13,13,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,302.026485,1309,706,25,1.909855,12.081059,230.730699,1.854108,9,9,133,133,123,facebook,feed,,,1,1,,,,1,1,1,1,4,2,4,20,2,20,20,2,1,2,20,,1,20,20,2,589,18235,18235,589,589,18235,18235,18235,589,589,,4,4,4,4,569,569,569,569,2,2,2,2,2,2,2,2,2,1184,1184,0.12,1184,1184,1184,1184,1184,1184,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,45.753408,619,294,7,1.130856,6.536201,73.915037,2.105442,6,6,115,115,108,facebook,instream_video,,,1,1,,,,1,1,,,5,,5,2,,2,2,,,,2,,,2,2,,,3780,3780,,,3780,3780,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,0.189973,1,1,0,0,,189.97263,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,349.649624,957,636,2,0.208986,174.824812,365.360109,1.504717,2,2,147,147,144,instagram,feed,,,1,1,,,,1,1,,,1,,1,3,,3,3,,,,3,,,3,3,,,6280,6280,,,6280,6280,6280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,0.469932,49,49,0,0,,9.590455,1,0,,16,16,16,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,622.420324,5486,3091,14,0.255195,44.458595,113.456129,1.77483,5,5,919,919,902,instagram,instagram_reels,,2,12,14,1,,,9,11,,,2,4,2,13,4,13,13,4,,4,13,,,13,13,4,10290,19020,19020,10290,10290,19020,19020,19020,10290,10290,,4,4,4,4,9760,9760,9760,9760,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,0.039994,4,4,1,25,0.039994,9.998559,1,1,1,1,1,,instagram,instagram_search,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,366.907138,1526,849,10,0.655308,36.690714,240.437181,1.797409,9,9,98,98,89,instagram,instagram_stories,,,,,,,,,,,,5,,5,15,,15,15,,,,15,,,15,15,,,37860,37860,,,37860,37860,37860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,3.309523,851,682,72,8.460635,0.045966,3.888981,1.247801,72,72,203,203,131,threads,threads_feed,,,,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,17.069798,123,38,30,24.390244,0.568993,138.77885,3.236842,39,39,137,137,98,audience_network,an_classic,,,,,,,,,,3,3,16,,16,27,,27,27,,3,,27,,3,27,27,,,49530,49530,,,49530,49530,49530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,10.959871,27,17,11,40.740741,0.996352,405.921134,1.588235,13,13,40,40,27,audience_network,rewarded_video,,,,,,,,,,,,7,,7,14,,14,14,,,,14,,,14,14,,,26460,26460,,,26460,26460,26460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.709992,1,1,0,0,,709.991619,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.239997,9,8,0,0,,26.666352,1.125,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,90.968926,773,494,0,0,,117.682957,1.564777,0,,49,49,49,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,2.809967,79,60,0,0,,35.5692,1.316667,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,15.25982,132,111,0,0,,115.604696,1.189189,0,,5,5,5,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,216.797441,588,430,6,1.020408,36.132907,368.70313,1.367442,3,3,71,71,68,facebook,feed,,,,,,,,,,,,,,,2,,2,2,,,,2,,,2,2,,,10000,10000,,,10000,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,31.819624,423,251,2,0.472813,15.909812,75.223698,1.685259,2,2,67,67,65,facebook,instream_video,,,,,,,,,,1,1,2,,2,2,,2,2,,1,,2,,1,2,2,,,3780,3780,,,3780,3780,3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.119999,3,2,0,0,,39.999528,1.5,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.02,2,2,0,0,,9.999882,1,0,,1,1,1,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,454.544634,1845,1430,19,1.02981,23.923402,246.365655,1.29021,11,11,343,343,326,instagram,feed,,,6,6,,1,1,5,5,,,8,,8,7,,7,7,,,,7,,,7,7,,,13340,13340,,,13340,13340,13340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.109999,3,3,0,0,,36.666234,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,1.379984,88,84,0,0,,15.681633,1.047619,0,,31,31,31,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,692.521825,6458,4862,38,0.588417,18.224259,107.23472,1.32826,17,17,597,597,570,instagram,instagram_reels,,3,10,13,1,,,6,9,,,13,3,13,33,3,33,33,3,,3,33,,,33,33,3,1270,57980,57980,1270,1270,57980,57980,57980,1270,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.02,5,5,0,0,,3.999953,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,158.188133,797,601,8,1.003764,19.773517,198.479464,1.326123,4,4,34,34,30,instagram,instagram_stories,,,,,,,,,,,,3,,3,3,,3,3,,,,3,,,3,3,,,5670,5670,,,5670,5670,5670,,,,1,1,1,1,490,490,490,490,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367590627,Ad1,2026-04-13,2026-04-19,0.659992,76,71,0,0,,8.684108,1.070423,0,,23,23,23,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,1,1,1,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.04,1,1,1,100,0.04,40,1,1,1,2,2,1,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1490,1490,,,1490,1490,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.08,1,1,0,0,,80,1,0,,,,,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.79,4,4,0,0,,197.5,1,0,,2,2,2,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.74,10,10,0,0,,74,1,0,,,,,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367600627,Ad2,2026-04-13,2026-04-19,0.08,2,2,0,0,,40,1,0,,1,1,1,instagram,instagram_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,29.17,180,73,40,22.222222,0.72925,162.055556,2.465753,42,42,180,180,138,audience_network,an_classic,,,,,,,,,,5,5,16,,16,34,,34,34,,5,,34,,5,34,34,,,55770,55770,,,55770,55770,55770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,27.16,113,34,22,19.469027,1.234545,240.353982,3.323529,23,23,136,136,113,audience_network,rewarded_video,,,,,,,,,,,,8,,8,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,0.34,5,5,0,0,,68,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,107.73,736,329,3,0.407609,35.91,146.372283,2.237082,1,1,108,108,105,facebook,facebook_reels,,,2,2,,,,2,2,,,1,5,1,,5,,,5,,5,,,,,,5,7620,,,7620,7620,,,,7620,7620,,1,1,1,1,6858,6858,6858,6858,1,1,1,1,1,1,1,1,1,6858,6617,0.69,6858,6858,6617,6858,6858,6858,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,4.28,75,49,0,0,,57.066667,1.530612,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,13.22,34,32,1,2.941176,13.22,388.823529,1.0625,1,1,2,2,1,facebook,facebook_stories,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,146.46,462,245,8,1.731602,18.3075,317.012987,1.885714,3,3,51,51,48,facebook,feed,,,,,,,,,,,,,3,,3,3,3,3,3,,3,3,,,3,3,3,5878,8589,8589,5878,5878,8589,8589,8589,5878,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,24.41,280,130,1,0.357143,24.41,87.178571,2.153846,1,1,49,49,48,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,254.17,669,426,5,0.747384,50.834,379.925262,1.570423,4,4,121,121,117,instagram,feed,,,,,,,,,,,,4,3,4,8,3,8,8,3,,3,8,,,8,8,3,1970,6785,6785,1970,1970,6785,6785,6785,1970,1970,,2,2,2,2,521,521,521,521,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,0.6,40,37,0,0,,15,1.081081,0,,10,10,10,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,590.11,3610,2070,18,0.498615,32.783889,163.465374,1.743961,8,8,662,662,646,instagram,instagram_reels,,3,8,11,,,,5,8,1,1,5,9,5,25,9,25,25,9,1,9,25,,1,25,25,9,7110,27330,27330,7110,7110,27330,27330,27330,7110,7110,,2,2,2,2,5496,5496,5496,5496,3,3,3,3,3,3,3,3,3,6223,6223,0.62,6223,6223,6223,6223,6223,6223,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,341.47,1036,575,5,0.482625,68.294,329.604247,1.801739,3,3,81,81,78,instagram,instagram_stories,,,,,,,,,,,,3,1,3,9,1,9,9,1,,1,9,,,9,9,1,2950,19590,19590,2950,2950,19590,19590,19590,2950,2950,,1,1,1,1,2950,2950,2950,2950,1,1,1,1,1,1,1,1,1,2537,2537,0.25,2537,2537,2537,2537,2537,2537,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3,2026-04-13,2026-04-19,2.41,648,546,60,9.259259,0.040167,3.719136,1.186813,60,60,133,133,73,threads,threads_feed,,,,,,,,,,,,7,,7,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,1,1,1,1,891,891,891,891,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,15.86,135,38,21,15.555556,0.755238,117.481481,3.552632,21,21,126,126,105,audience_network,an_classic,,,,,,,,,,,,7,,7,18,,18,18,,,,18,,,18,18,,,34020,34020,,,34020,34020,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,5.96,21,16,7,33.333333,0.851429,283.809524,1.3125,7,7,28,28,21,audience_network,rewarded_video,,,,,,,,,,,,5,,5,6,,6,6,,,,6,,,6,6,,,10940,10940,,,10940,10940,10940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,2.43,3,3,0,0,,810,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,0.37,9,9,0,0,,41.111111,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,27.92,292,193,0,0,,95.616438,1.512953,0,,24,24,24,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,1.61,37,31,0,0,,43.513514,1.193548,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,20.01,56,46,1,1.785714,20.01,357.321429,1.217391,1,1,4,4,3,facebook,facebook_stories,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,76.66,292,232,1,0.342466,76.66,262.534247,1.258621,0,,30,30,30,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,17.18,171,108,2,1.169591,8.59,100.467836,1.583333,1,1,28,28,27,facebook,instream_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,0.09,3,3,0,0,,30,1,0,,1,1,1,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1,2026-04-13,2026-04-19,0.69,2,2,0,0,,345,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
