campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.omni_initiated_checkout,actions.onsite_web_initiate_checkout,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_initiate_checkout,action_values.omni_initiated_checkout,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.initiate_checkout,actions.web_in_store_purchase,actions.omni_purchase,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_purchase,actions.add_payment_info,action_values.onsite_web_app_purchase,action_values.add_payment_info,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_conversation_replied_7d,actions.onsite_conversion.messaging_user_depth_5_message_send
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,0.119998,64,64,0,0,,1.874973,1,0,,20,20,20,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,160.18771,86896,86896,73,0.084008,2.194352,1.843442,1,53,53,3175,3175,3106,instagram,feed,,4,16,21,,2,1,10,14,,,29,,29,31,,31,31,,,,31,,,31,31,,,99200,99200,,,99200,99200,99200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,0,4,4,0,0,,0,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,17.439751,11487,11160,0,0,,1.518216,1.029301,0,,1363,1363,1361,instagram,instagram_explore_grid_home,,,2,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,1193.522941,613894,601660,263,0.042841,4.53811,1.944184,1.020334,108,108,11086,11086,10798,instagram,instagram_reels,,90,180,270,7,,,83,173,,,17,,17,36,,36,36,,,,36,,,36,36,,,111100,111100,,,111100,111100,111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,0.369995,242,241,0,0,,1.528904,1.004149,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,22.909673,12195,12195,11,0.090201,2.082698,1.878612,1,10,10,213,213,203,instagram,instagram_stories,,4,,4,,,,0,,,,2,,2,1,,1,1,,,,1,,,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239074106540627,First Rain_Video_2,120239074106530627,New Awareness ad,2026-04-13,2026-04-19,1.149984,620,620,0,0,,1.854812,1,0,,67,67,67,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0.32,188,187,0,0,,1.702128,1.005348,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,267.99,142362,137817,89,0.062517,3.011124,1.882455,1.032979,17,17,53,53,,facebook,facebook_reels,,4,36,40,,,,32,36,,,2,,2,2,,2,2,,,,2,,,2,2,,,6400,6400,,,6400,6400,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,1.7,812,786,1,0.123153,1.7,2.093596,1.033079,1,1,1,1,,facebook,facebook_reels_overlay,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,1.67,800,762,4,0.5,0.4175,2.0875,1.049869,3,3,3,3,,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,43.17,23062,22992,81,0.351227,0.532963,1.871911,1.003045,49,49,51,51,,facebook,feed,,,2,2,,,,2,2,,,9,,9,9,,9,9,,,,9,,,9,9,,,28800,28800,,,28800,28800,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0.33,281,279,0,0,,1.174377,1.007168,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0.29,215,202,0,0,,1.348837,1.064356,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0.22,86,86,0,0,,2.55814,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,98.25,53746,53405,45,0.083727,2.183333,1.828043,1.006385,29,29,46,46,9,instagram,feed,,1,8,9,1,,,6,7,,,9,,9,15,,15,15,,,,15,,,15,15,,,44458.87,44458.87,,,44458.87,44458.87,44458.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0.06,30,30,0,0,,2,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,945.54,485429,479939,683,0.1407,1.384392,1.947844,1.011439,567,567,654,654,,instagram,instagram_reels,,47,87,134,6,,,34,81,,,129,,129,138,,138,138,,,,138,,,138,138,,,439200,439200,,,439200,439200,439200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,1.81,1157,1157,0,0,,1.564391,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,38.41,20966,20482,24,0.114471,1.600417,1.832014,1.023631,22,22,22,22,,instagram,instagram_stories,,3,,3,,,,0,,,,2,,2,2,,2,2,,,,2,,,2,2,,,6400,6400,,,6400,6400,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,1.68,918,918,0,0,,1.830065,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120239074106550627,First_Rain_Awareness,120239075209110627,First Rain_Video_1,120239075209120627,New Awareness ad,2026-04-13,2026-04-19,0,0,0,0,,,,0,0,,,,,unknown,unknown,,,,,,,,,,,,,,,1,,1,1,,,,1,,,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.24,10,10,0,0,,24,1,0,,,,,audience_network,an_classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.17,1,1,0,0,,170,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,13.36,65,62,2,3.076923,6.68,205.538462,1.048387,3,3,3,3,,facebook,facebook_reels,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,700,700,,,700,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.14,3,3,0,0,,46.666667,1,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,1.09,5,5,0,0,,218,1,0,,,,,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,85.11,307,276,4,1.302932,21.2775,277.23127,1.112319,2,2,2,2,,facebook,feed,,,,,,,,,,,,1,,1,2,,2,2,,,,2,,,2,2,,,1600,1600,,,1600,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.31,11,10,0,0,,28.181818,1.1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,2.12,15,14,0,0,,141.333333,1.071429,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,180.85,713,639,3,0.420757,60.283333,253.646564,1.115806,2,2,11,11,6,instagram,feed,,,3,3,,,,3,3,1,1,2,1,2,6,1,6,6,1,1,1,6,,1,6,6,1,3827,4750,4750,3827,3827,4750,4750,4750,3827,3827,,2,2,2,2,3444.3,3444.3,3444.3,3444.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.12,7,7,0,0,,17.142857,1,0,,,,,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,199.3,1267,1178,9,0.710339,22.144444,157.30071,1.075552,6,6,7,7,,instagram,instagram_reels,,,1,1,,,,1,1,,,3,,3,4,,4,4,,,,4,,,4,4,,,7500,7500,,,7500,7500,7500,,,,2,2,2,2,7700,7700,7700,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,83.85,217,207,3,1.382488,27.95,386.40553,1.048309,3,3,3,3,,instagram,instagram_stories,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,700,700,,,700,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242255006090627,New Sales ad,2026-04-13,2026-04-19,0.3,10,10,0,0,,30,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0.73,2,2,0,0,,365,1,0,,,,,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,232.97,673,524,12,1.783061,19.414167,346.166419,1.284351,9,9,9,9,,facebook,feed,,,,,,,,,,,,7,,7,18,,18,18,,,,18,,,18,18,,,26295,26295,,,26295,26295,26295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0.38,4,3,0,0,,95,1.333333,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0.06,7,7,0,0,,8.571429,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,414.8,1997,1684,5,0.250376,82.96,207.711567,1.185867,3,3,6,6,1,instagram,feed,,,2,2,,2,2,,,1,1,3,7,3,17,7,17,17,7,1,7,17,,1,17,17,7,6330,17948,17948,6330,6330,17948,17948,17948,6330,6330,,5,5,5,5,3039.1,3039.1,3039.1,3039.1,1,1,1,1,1,1,1,1,1,800,800,0.08,800,800,800,800,800,800,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0.03,1,1,0,0,,30,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,15.96,32,32,0,0,,498.75,1,0,,3,3,3,instagram,instagram_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,193.48,774,676,7,0.904393,27.64,249.97416,1.14497,4,4,4,4,,instagram,instagram_stories,,,,,,,,,,,,3,,3,14,,14,14,,,,14,,,14,14,,,19469,19469,,,19469,19469,19469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242255006070627,Retargeting_Ad_15Feb,120242255006080627,New Sales ad set,120242280062740627,Love Note Retargeting,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,51.302609,270,100,78,28.888889,0.657726,190.009661,2.7,87,87,297,297,210,audience_network,an_classic,,,,,,,,,,,,32,,32,4,,4,4,,,,4,,,4,4,,,7560,7560,,,7560,7560,7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,24.726438,96,41,31,32.291667,0.797627,257.567058,2.341463,41,41,136,136,95,audience_network,rewarded_video,,,,,,,,,,,,27,1,27,1,1,1,1,1,,1,1,,,1,1,1,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,0.849878,1,1,0,0,,849.877553,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,120242723367580627,Watch – Copy,120242723367570627,Ad 3,2026-04-13,2026-04-19,1.45979,14,13,0,0,,104.270691,1.076923,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
