campaign_id,campaign_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.web_in_store_purchase,actions.omni_purchase,actions.omni_initiated_checkout,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_initiate_checkout,actions.onsite_web_purchase,actions.add_payment_info,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_app_purchase,action_values.onsite_web_initiate_checkout,action_values.add_payment_info,action_values.omni_initiated_checkout,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.initiate_checkout,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.messaging_user_depth_5_message_send,actions.onsite_conversion.messaging_conversation_replied_7d
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,0.240004,8,8,0,0,,30.000473,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,1922.430296,8082,5265,62,0.767137,31.00694,237.865664,1.535043,47,47,1404,1404,1342,instagram,feed,,2,15,17,,4,4,8,10,3,3,35,8,35,87,8,87,87,8,3,8,87,,3,87,87,8,5545,116479.14,116479.14,5545,5545,116479.14,116479.14,116479.14,5545,5545,,2,2,10,2,4,2,2,2,10,2,4,10,10,3916.5,17788.6,7776.5,17788.6,0.39,3916.5,3916.5,17788.6,7776.5,3916.5,17788.6,3916.5,3916.5,1,1,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,0.62001,9,7,0,0,,68.889975,1.285714,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,8.390132,1275,1240,1,0.078431,8.390132,6.580496,1.028226,0,,290,290,290,instagram,instagram_explore_grid_home,,,,,,,,,,1,1,,,,1,,1,1,,1,,1,,1,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,3022.407631,34370,21075,143,0.416061,21.135718,87.937377,1.630842,65,65,3468,3468,3378,instagram,instagram_reels,,5,25,30,4,,,16,21,5,5,55,22,55,167,22,167,167,22,5,22,167,,5,167,167,22,27768,252576.31,252576.31,27768,27768,252576.31,252576.31,252576.31,27768,27768,,3,3,21,3,8,3,3,3,21,3,8,21,21,2772,36243.4,10915.8,36243.4,0.28,2772,2772,36243.4,10915.8,2772,36243.4,2772,2772,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,1.520024,96,96,0,0,,15.833583,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,822.002954,4796,3029,36,0.750626,22.833415,171.393443,1.583361,29,29,370,370,341,instagram,instagram_stories,,2,,2,,,,0,,4,4,10,5,10,65,5,65,65,5,4,5,65,,4,65,65,5,2970,108159,108159,2970,2970,108159,108159,108159,2970,2970,,1,1,1,1,1,1,1,1,1,1,1,1,1,1161,1161,1161,1161,0.12,1161,1161,1161,1161,1161,1161,1161,1161,,,,,,,,,
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,6.98011,3856,3532,158,4.09751,0.044178,1.810195,1.091733,158,158,535,535,376,threads,threads_feed,,,1,1,,,,1,1,,,9,,9,1,,1,1,,,,1,,,1,1,,,550,550,,,550,550,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,2.45,158,124,32,20.253165,0.076563,15.506329,1.274194,42,42,42,42,,audience_network,an_classic,,,,,,,,,,,,30,,30,25,,25,25,,,,25,,,25,25,,,24750,24750,,,24750,24750,24750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,71.41,34,32,1,2.941176,71.41,2100.294118,1.0625,1,1,1,1,,facebook,facebook_reels,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,990,990,,,990,990,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,facebook,facebook_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,177.13,286,247,3,1.048951,59.043333,619.335664,1.157895,0,,2,2,,facebook,feed,,,2,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.16,4,4,0,0,,40,1,0,,,,,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,1.33,8,8,0,0,,166.25,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,657.55,1168,1018,11,0.941781,59.777273,562.97089,1.147348,10,10,13,13,,instagram,feed,,1,3,4,,1,1,1,2,,,6,2,6,14,2,14,14,2,,2,14,,,14,14,2,3730,19136,19136,3730,3730,19136,19136,19136,3730,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.07,3,3,0,0,,23.333333,1,0,,,,,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,275.59,1038,910,9,0.867052,30.621111,265.500963,1.140659,8,8,9,9,,instagram,instagram_reels,,,1,1,,,,1,1,3,3,5,1,5,39,1,39,39,1,3,1,39,,3,39,39,1,990,81500,81500,990,990,81500,81500,81500,990,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,191.38,307,263,8,2.605863,23.9225,623.387622,1.1673,7,7,7,7,,instagram,instagram_stories,,,,,,,,,,,,5,3,5,10,3,10,10,3,,3,10,,,10,10,3,2470,10100,10100,2470,2470,10100,10100,10100,2470,2470,,,,2,,1,,,,2,,1,2,2,,1060,521,1060,,,,1060,521,,1060,,,,,,,,,,,
120242604419580627,Pet_Reel_23/02/2026,2026-04-13,2026-04-19,0.85,12,12,0,0,,70.833333,1,0,,,,,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,115.374635,752,226,178,23.670213,0.648172,153.423717,3.327434,207,207,797,797,590,audience_network,an_classic,,,,,,,,,,8,8,82,,82,90,,90,90,,8,,90,,8,90,90,,,157310,157310,,,157310,157310,157310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,70.056742,279,108,82,29.390681,0.854351,251.099435,2.583333,98,98,375,375,277,audience_network,rewarded_video,,,,,,,,,,,,59,1,59,33,1,33,33,1,,1,33,,,33,33,1,1890,57570,57570,1890,1890,57570,57570,57570,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.85996,2,2,0,0,,429.980006,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,4.619785,19,17,0,0,,243.146588,1.117647,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1.659923,43,41,0,0,,38.602856,1.04878,0,,5,5,5,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,505.706484,4637,1728,22,0.474445,22.986658,109.058979,2.683449,7,7,615,615,598,facebook,facebook_reels,,1,10,11,,,,9,10,,,6,8,6,6,8,6,6,8,,8,6,,,6,6,8,12660,9630,9630,12660,12660,9630,9630,9630,12660,12660,,2,2,2,2,2,2,2,2,2,2,2,2,2,10062,10062,9821,10062,1.01,10062,10062,10062,9821,10062,10062,10062,10062,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,13.789359,323,157,0,0,,42.691513,2.057325,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,76.816428,383,275,2,0.522193,38.408214,200.565086,1.392727,2,2,24,24,22,facebook,facebook_stories,,,,,,,,,,,,2,,2,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,742.325482,2654,1258,40,1.507159,18.558137,279.700634,2.109698,15,15,285,285,269,facebook,feed,,,1,1,,,,1,1,1,1,4,5,4,25,5,25,25,5,1,5,25,,1,25,25,5,6467,36824,36824,6467,6467,36824,36824,36824,6467,6467,,2,2,4,2,2,2,2,2,4,2,2,4,4,1184,569,1184,569,0.12,1184,1184,569,1184,1184,569,1184,1184,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,119.164459,1493,563,12,0.803751,9.930372,79.815445,2.651865,10,10,259,259,248,facebook,instream_video,,,1,1,,,,1,1,1,1,8,,8,5,,5,5,,1,,5,,1,5,5,,,9450,9450,,,9450,9450,9450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.20999,6,5,0,0,,34.998373,1.2,0,,1,1,1,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.899958,5,5,0,0,,179.99163,1,0,,1,1,1,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1508.15987,5338,3288,38,0.711877,39.688418,282.532759,1.623479,23,23,950,950,916,instagram,feed,,1,11,12,,1,1,9,10,,,17,4,17,27,4,27,27,4,,4,27,,,27,27,4,2960,39195,39195,2960,2960,39195,39195,39195,2960,2960,,,,2,,,,,,2,,,2,2,,521,,521,,,,521,,,521,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.109995,3,3,0,0,,36.664962,1,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,3.459839,285,263,0,0,,12.139786,1.08365,0,,89,89,89,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,2676.925522,22667,12956,104,0.458817,25.739668,118.097919,1.749537,46,46,2778,2778,2699,instagram,instagram_reels,,9,33,42,2,1,1,21,30,1,1,30,19,30,97,19,97,97,19,1,19,97,,1,97,97,19,21670,154900,154900,21670,21670,154900,154900,154900,21670,21670,,3,3,7,3,3,3,3,3,7,3,3,7,7,6223,16756,6223,16756,0.62,6223,6223,16756,6223,6223,16756,6223,6223,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.189991,16,16,1,6.25,0.189991,11.874448,1,1,1,1,1,,instagram,instagram_search,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1034.18191,4323,2156,28,0.647698,36.935068,239.22783,2.005102,19,19,253,253,234,instagram,instagram_stories,,,,,,,,,,2,2,14,2,14,37,2,37,37,2,2,2,37,,2,37,37,2,6777,75220,75220,6777,6777,75220,75220,75220,6777,6777,,1,1,2,1,1,1,1,1,2,1,1,2,2,2537,3440,2537,3440,0.25,2537,2537,3440,2537,2537,3440,2537,2537,,,,,,,,,
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,7.149668,1641,1320,132,8.043876,0.054164,4.356897,1.243182,132,132,376,376,244,threads,threads_feed,,,,,,,,,,,,20,,20,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,1,,,,,,1,,,1,1,,891,,891,,,,891,,,891,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,15.540207,131,53,11,8.396947,1.412746,118.627531,2.471698,11,11,56,56,45,audience_network,an_classic,,,,,,,,,,,,7,,7,13,,13,13,,,,13,,,13,13,,,45574,45574,,,45574,45574,45574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.640009,5,5,1,20,0.640009,128.001701,1,1,1,6,6,5,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.080001,4,4,0,0,,20.000266,1,0,,1,1,1,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.400005,2,2,0,0,,200.002658,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,7.070094,13,13,0,0,,543.853381,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,581.887733,3557,1615,43,1.208884,13.532273,163.589467,2.202477,27,27,323,323,288,facebook,facebook_reels,,,8,8,,,,8,8,3,3,22,5,22,31,5,31,31,5,3,5,31,,3,31,31,5,8269,95323,95323,8269,8269,95323,95323,95323,8269,8269,,1,1,3,1,1,1,1,1,3,1,1,3,3,899,8864.1,800,8864.1,0.09,899,899,8864.1,800,899,8864.1,899,899,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,3.620048,90,39,0,0,,40.222757,2.307692,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,50.490671,150,123,4,2.666667,12.622668,336.604473,1.219512,4,4,18,18,14,facebook,facebook_stories,,,,,,,,,,,,3,,3,3,,3,3,,,,3,,,3,3,,,10198,10198,,,10198,10198,10198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,2272.690202,4966,3136,119,2.396295,19.098237,457.650061,1.583546,69,69,752,750,674,facebook,feed,,,7,7,,,,7,7,,,44,13,44,71,13,71,71,13,,13,71,2,,71,71,13,23575,185390,185390,23575,23575,185390,185390,185390,23575,23575,,1,1,4,1,2,1,1,1,4,1,2,4,4,1221,2502,2502,2502,0.12,1221,1221,2502,2502,1221,2502,1221,1221,,,2,2,1,2,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,40.790542,343,204,2,0.58309,20.395271,118.922863,1.681373,1,1,146,146,145,facebook,instream_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,4699,4699,,,4699,4699,4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,1.950026,22,18,0,0,,88.637542,1.222222,0,,6,6,6,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,9.700129,50,17,0,0,,194.002578,2.941176,0,,,,,facebook,right_hand_column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.500007,18,16,0,0,,27.778147,1.125,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,6689.908903,19899,14284,365,1.834263,18.328518,336.193221,1.393097,308,308,3510,3510,3143,instagram,feed,,3,59,63,7,11,10,36,39,3,3,279,17,279,413,17,413,413,17,3,17,413,1,3,413,413,17,28357.33,1318393.5,1318393.5,28357.33,28357.33,1318393.5,1318393.5,1318393.5,28357.33,28357.33,1,3,3,9,3,3,3,3,3,9,3,3,9,9,6749,8180,6650,8180,0.67,6749,6749,8180,6650,6749,8180,6749,6749,2,2,,,,,1,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,7.640102,1253,1216,0,0,,6.097447,1.030428,0,,178,178,178,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,3501.486532,27060,16619,201,0.742794,17.420331,129.397137,1.628257,115,115,2107,2107,1940,instagram,instagram_reels,,7,52,59,4,2,2,38,45,5,5,103,24,103,224,24,224,224,24,5,24,224,,5,224,224,24,43357.67,556734.5,556734.5,43357.67,43357.67,556734.5,556734.5,556734.5,43357.67,43357.67,,4,4,5,4,5,4,4,4,5,4,5,5,5,7600,6979,9201,6979,0.76,7600,7600,6979,9201,7600,6979,7600,7600,1,1,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.350005,102,101,0,0,,3.431418,1.009901,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,2605.614626,8559,5748,140,1.635705,18.611533,304.429796,1.48904,112,112,817,817,704,instagram,instagram_stories,,,1,1,1,,,,,,,90,17,90,150,17,150,150,17,,17,150,,,150,150,17,45618.2,393038,393038,45618.2,45618.2,393038,393038,393038,45618.2,45618.2,,2,2,5,2,3,2,2,2,5,2,3,5,5,1959,22774,3903,22774,0.2,1959,1959,22774,3903,1959,22774,1959,1959,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,messenger,messenger_stories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,12.04016,3978,3742,146,3.670186,0.082467,3.026687,1.063068,146,146,684,684,534,threads,threads_feed,,,4,4,,,,4,4,,,14,,14,12,,12,12,,,,12,,,12,12,,,24399,24399,,,24399,24399,24399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,15.760114,137,42,16,11.678832,0.985007,115.037326,3.261905,18,18,64,64,46,audience_network,an_classic,,,,,,,,,,,,6,,6,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,7.140051,20,13,8,40,0.892506,357.002573,1.538462,8,8,28,28,20,audience_network,rewarded_video,,,,,,,,,,,,5,,5,1,,1,1,,,,1,,,1,1,,,2880,2880,,,2880,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,0.190001,1,1,0,0,,190.00137,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,0.640005,12,11,0,0,,53.333718,1.090909,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,424.913063,2603,1318,20,0.768344,21.245653,163.239748,1.974962,13,13,362,362,347,facebook,facebook_reels,,1,2,3,,,,1,2,,,10,6,10,15,6,15,15,6,,6,15,,,15,15,6,2609,13199,13199,2609,2609,13199,13199,13199,2609,2609,,2,2,2,2,2,2,2,2,2,2,2,2,2,1789,1789,1721,1789,0.18,1789,1789,1789,1721,1789,1789,1789,1789,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,2.250016,57,37,1,1.754386,2.250016,39.473969,1.540541,1,1,1,1,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,56.350406,139,113,2,1.438849,28.175203,405.398606,1.230089,2,2,22,22,20,facebook,facebook_stories,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120243108410360627,BOFU_Conversions_07/03/26,2026-04-13,2026-04-19,866.716248,2712,1586,69,2.544248,12.561105,319.585637,1.709962,37,37,351,351,310,facebook,feed,,1,4,5,,,,3,4,1,1,25,3,25,40,3,40,40,3,1,3,40,2,1,40,40,3,7160,70008,70008,7160,7160,70008,70008,70008,7160,7160,,,,2,,,,,,2,,,2,2,,570,,570,,,,570,,,570,,,,,2,,1,2,1,2,
