campaign_id,campaign_name,date_start,date_stop,spend,impressions,reach,clicks,ctr,cpc,cpm,frequency,inline_link_clicks,actions.link_click,actions.page_engagement,actions.post_engagement,actions.video_view,publisher_platform,platform_position,actions.onsite_conversion.messaging_block,actions.onsite_conversion.post_unlike,actions.post_interaction_gross,actions.post_interaction_net,actions.post,actions.onsite_conversion.post_save,actions.onsite_conversion.post_net_save,actions.onsite_conversion.post_net_like,actions.post_reaction,actions.omni_search,actions.offsite_conversion.fb_pixel_search,actions.landing_page_view,actions.add_to_cart,actions.omni_landing_page_view,actions.onsite_web_view_content,actions.onsite_web_add_to_cart,actions.onsite_web_app_view_content,actions.view_content,actions.onsite_web_app_add_to_cart,actions.offsite_search_add_meta_leads,actions.omni_add_to_cart,actions.offsite_content_view_add_meta_leads,actions.onsite_conversion.messaging_conversation_started_7d,actions.search,actions.omni_view_content,actions.offsite_conversion.fb_pixel_view_content,actions.offsite_conversion.fb_pixel_add_to_cart,action_values.onsite_web_app_add_to_cart,action_values.offsite_conversion.fb_pixel_view_content,action_values.omni_view_content,action_values.add_to_cart,action_values.offsite_conversion.fb_pixel_add_to_cart,action_values.view_content,action_values.onsite_web_view_content,action_values.onsite_web_app_view_content,action_values.omni_add_to_cart,action_values.onsite_web_add_to_cart,actions.onsite_conversion.post_unsave,actions.web_in_store_purchase,actions.omni_purchase,actions.omni_initiated_checkout,actions.purchase,actions.offsite_conversion.fb_pixel_add_payment_info,actions.onsite_web_app_purchase,actions.offsite_conversion.fb_pixel_purchase,actions.web_app_in_store_purchase,actions.onsite_web_initiate_checkout,actions.onsite_web_purchase,actions.add_payment_info,actions.offsite_conversion.fb_pixel_initiate_checkout,actions.initiate_checkout,action_values.onsite_web_app_purchase,action_values.onsite_web_initiate_checkout,action_values.add_payment_info,action_values.omni_initiated_checkout,action_values.web_app_in_store_purchase,action_values.onsite_web_purchase,action_values.purchase,action_values.offsite_conversion.fb_pixel_initiate_checkout,action_values.offsite_conversion.fb_pixel_add_payment_info,action_values.offsite_conversion.fb_pixel_purchase,action_values.initiate_checkout,action_values.omni_purchase,action_values.web_in_store_purchase,actions.comment,actions.onsite_conversion.post_net_comment,actions.onsite_conversion.total_messaging_connection,actions.like,actions.onsite_conversion.messaging_user_depth_2_message_send,actions.onsite_conversion.messaging_first_reply,actions.onsite_conversion.messaging_user_depth_3_message_send,actions.onsite_conversion.messaging_user_depth_5_message_send,actions.onsite_conversion.messaging_conversation_replied_7d,adset_id,adset_name,ad_id,ad_name
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.01,1,1,0,0,,10,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.02,1,1,0,0,,20,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.34,5,5,0,0,,68,1,0,,1,1,1,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,107.73,736,329,3,0.407609,35.91,146.372283,2.237082,1,1,108,108,105,facebook,facebook_reels,,,2,2,,,,2,2,,,1,5,1,,5,,,5,,5,,,,,,5,7620,,,7620,7620,,,,7620,7620,,1,1,1,1,1,1,1,1,1,1,1,1,1,6858,6858,6617,6858,0.69,6858,6858,6858,6617,6858,6858,6858,6858,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,4.28,75,49,0,0,,57.066667,1.530612,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,13.22,34,32,1,2.941176,13.22,388.823529,1.0625,1,1,2,2,1,facebook,facebook_stories,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,146.46,462,245,8,1.731602,18.3075,317.012987,1.885714,3,3,51,51,48,facebook,feed,,,,,,,,,,,,,3,,3,3,3,3,3,,3,3,,,3,3,3,5878,8589,8589,5878,5878,8589,8589,8589,5878,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,24.41,280,130,1,0.357143,24.41,87.178571,2.153846,1,1,49,49,48,facebook,instream_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,254.17,669,426,5,0.747384,50.834,379.925262,1.570423,4,4,121,121,117,instagram,feed,,,,,,,,,,,,4,3,4,8,3,8,8,3,,3,8,,,8,8,3,1970,6785,6785,1970,1970,6785,6785,6785,1970,1970,,,,2,,,,,,2,,,2,2,,521,,521,,,,521,,,521,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.6,40,37,0,0,,15,1.081081,0,,10,10,10,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,590.11,3610,2070,18,0.498615,32.783889,163.465374,1.743961,8,8,662,662,646,instagram,instagram_reels,,3,8,11,,,,5,8,1,1,5,9,5,25,9,25,25,9,1,9,25,,1,25,25,9,7110,27330,27330,7110,7110,27330,27330,27330,7110,7110,,3,3,2,3,3,3,3,3,2,3,3,2,2,6223,5496,6223,5496,0.62,6223,6223,5496,6223,6223,5496,6223,6223,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,341.47,1036,575,5,0.482625,68.294,329.604247,1.801739,3,3,81,81,78,instagram,instagram_stories,,,,,,,,,,,,3,1,3,9,1,9,9,1,,1,9,,,9,9,1,2950,19590,19590,2950,2950,19590,19590,19590,2950,2950,,1,1,1,1,1,1,1,1,1,1,1,1,1,2537,2950,2537,2950,0.25,2537,2537,2950,2537,2537,2950,2537,2537,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,2.41,648,546,60,9.259259,0.040167,3.719136,1.186813,60,60,133,133,73,threads,threads_feed,,,,,,,,,,,,7,,7,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,1,,,,,,1,,,1,1,,891,,891,,,,891,,,891,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417860627,Ad 3
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,15.86,135,38,21,15.555556,0.755238,117.481481,3.552632,21,21,126,126,105,audience_network,an_classic,,,,,,,,,,,,7,,7,18,,18,18,,,,18,,,18,18,,,34020,34020,,,34020,34020,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,5.96,21,16,7,33.333333,0.851429,283.809524,1.3125,7,7,28,28,21,audience_network,rewarded_video,,,,,,,,,,,,5,,5,6,,6,6,,,,6,,,6,6,,,10940,10940,,,10940,10940,10940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,2.43,3,3,0,0,,810,1,0,,,,,facebook,facebook_notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.37,9,9,0,0,,41.111111,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,27.92,292,193,0,0,,95.616438,1.512953,0,,24,24,24,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1.61,37,31,0,0,,43.513514,1.193548,0,,,,,facebook,facebook_reels_overlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,20.01,56,46,1,1.785714,20.01,357.321429,1.217391,1,1,4,4,3,facebook,facebook_stories,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,76.66,292,232,1,0.342466,76.66,262.534247,1.258621,0,,30,30,30,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,17.18,171,108,2,1.169591,8.59,100.467836,1.583333,1,1,28,28,27,facebook,instream_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.09,3,3,0,0,,30,1,0,,1,1,1,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.69,2,2,0,0,,345,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,426.33,1812,1351,12,0.662252,35.5275,235.281457,1.341229,6,6,327,327,317,instagram,feed,,1,4,5,,,,3,4,,,4,1,4,9,1,9,9,1,,1,9,,,9,9,1,990,12790,12790,990,990,12790,12790,12790,990,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1.01,108,104,0,0,,9.351852,1.038462,0,,32,32,32,instagram,instagram_explore_grid_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,733.64,6813,4754,34,0.499046,21.577647,107.682372,1.433109,16,16,572,572,554,instagram,instagram_reels,,1,2,3,,1,1,0,1,,,10,3,10,26,3,26,26,3,,3,26,,,26,26,3,3000,50570,50570,3000,3000,50570,50570,50570,3000,3000,,,,1,,,,,,1,,,1,1,,1500,,1500,,,,1500,,,1500,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.13,6,6,0,0,,21.666667,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,151.74,920,657,4,0.434783,37.935,164.934783,1.400304,2,2,36,36,34,instagram,instagram_stories,,,,,,,,,,,,2,,2,5,,5,5,,,,5,,,5,5,,,7270,7270,,,7270,7270,7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.69,62,58,0,0,,11.129032,1.068966,0,,15,15,15,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417870627,Ad1
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1.96,43,26,9,20.930233,0.217778,45.581395,1.653846,18,18,56,56,38,audience_network,an_classic,,,,,,,,,,,,11,,11,7,,7,7,,,,7,,,7,7,,,10430,10430,,,10430,10430,10430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,1.21,21,16,10,47.619048,0.121,57.619048,1.3125,13,13,33,33,20,audience_network,rewarded_video,,,,,,,,,,,,11,,11,10,,10,10,,,,10,,,10,10,,,14900,14900,,,14900,14900,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.06,2,2,0,0,,30,1,0,,,,,facebook,facebook_reels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.29,2,2,0,0,,145,1,0,,,,,facebook,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,22.69,51,46,0,0,,444.901961,1.108696,0,,10,10,10,instagram,feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,37.52,291,254,0,0,,128.934708,1.145669,0,,28,28,27,instagram,instagram_reels,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,15.79,42,39,1,2.380952,15.79,375.952381,1.076923,1,1,3,3,2,instagram,instagram_stories,,,,,,,,,,2,2,1,1,1,5,1,5,5,1,2,1,5,,2,5,5,1,3827,4830,4830,3827,3827,4830,4830,4830,3827,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242723343230627,#Lovein4Notes_25/02/26,2026-04-13,2026-04-19,0.08,4,4,0,0,,20,1,0,,2,2,2,threads,threads_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242723417850627,Perfume Enthisiasts,120242723417880627,Ad2
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,26.300414,173,75,20,11.560694,1.315021,152.025517,2.306667,21,21,154,154,133,audience_network,an_classic,,,,,,,,,,,,3,,3,4,,4,4,,,,4,,,4,4,,,8150,8150,,,8150,8150,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,11.590183,79,28,5,6.329114,2.318037,146.711173,2.821429,5,5,82,82,77,audience_network,rewarded_video,,,,,,,,,,,,1,,1,1,,1,1,,,,1,,,1,1,,,1890,1890,,,1890,1890,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,0,1,1,0,0,,0,1,0,,,,,facebook,biz_disco_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,4.920078,28,27,1,3.571429,4.920078,175.717055,1.037037,1,1,1,1,,facebook,facebook_notification,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,1.440023,28,26,0,0,,51.429382,1.076923,0,,4,4,4,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,478.547541,4491,2126,23,0.512135,20.806415,106.557012,2.112418,16,16,458,458,437,facebook,facebook_reels,,1,5,6,,1,1,3,4,3,3,12,7,12,12,7,12,12,7,3,7,12,,3,12,12,7,9489,21199,21199,9489,9489,21199,21199,21199,9489,9489,,1,1,3,1,1,1,1,1,3,1,1,3,3,2880,7640.1,2875,7640.1,0.29,2880,2880,7640.1,2875,2880,7640.1,2880,2880,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,3.950062,112,67,1,0.892857,3.950062,35.268413,1.671642,1,1,2,2,1,facebook,facebook_reels_overlay,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,46.100727,260,206,0,0,,177.310487,1.262136,0,,20,20,20,facebook,facebook_stories,,,,,,,,,,,,,,,4,,4,4,,,,4,,,4,4,,,8480,8480,,,8480,8480,8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,551.42869,1846,1166,25,1.35428,22.057148,298.715433,1.58319,11,11,250,250,238,facebook,feed,,,1,1,,,,1,1,1,1,7,7,7,27,7,27,27,7,1,7,27,,1,27,27,7,5970,31749,31749,5970,5970,31749,31749,31749,5970,5970,,1,1,3,1,1,1,1,1,3,1,1,3,3,1071,2911,1071,2911,0.11,1071,1071,2911,1071,1071,2911,1071,1071,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,67.831069,689,403,4,0.580552,16.957767,98.448576,1.709677,3,3,223,223,219,facebook,instream_video,,,1,1,,,,,,,,4,,4,5,,5,5,,,,5,,,5,5,,,28644.16,28644.16,,,28644.16,28644.16,28644.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,3.380053,56,34,0,0,,60.358094,1.647059,0,,23,23,23,facebook,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,0.240004,8,8,0,0,,30.000473,1,0,,,,,facebook,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,1922.430296,8082,5265,62,0.767137,31.00694,237.865664,1.535043,47,47,1404,1404,1342,instagram,feed,,2,15,17,,4,4,8,10,3,3,35,8,35,87,8,87,87,8,3,8,87,,3,87,87,8,5545,116479.14,116479.14,5545,5545,116479.14,116479.14,116479.14,5545,5545,,2,2,10,2,4,2,2,2,10,2,4,10,10,3916.5,17788.6,7776.5,17788.6,0.39,3916.5,3916.5,17788.6,7776.5,3916.5,17788.6,3916.5,3916.5,1,1,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,0.62001,9,7,0,0,,68.889975,1.285714,0,,,,,instagram,instagram_explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,8.390132,1275,1240,1,0.078431,8.390132,6.580496,1.028226,0,,290,290,290,instagram,instagram_explore_grid_home,,,,,,,,,,1,1,,,,1,,1,1,,1,,1,,1,1,1,,,3200,3200,,,3200,3200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,3022.407631,34370,21075,143,0.416061,21.135718,87.937377,1.630842,65,65,3468,3468,3378,instagram,instagram_reels,,5,25,30,4,,,16,21,5,5,55,22,55,167,22,167,167,22,5,22,167,,5,167,167,22,27768,252576.31,252576.31,27768,27768,252576.31,252576.31,252576.31,27768,27768,,3,3,21,3,8,3,3,3,21,3,8,21,21,2772,36243.4,10915.8,36243.4,0.28,2772,2772,36243.4,10915.8,2772,36243.4,2772,2772,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,1.520024,96,96,0,0,,15.833583,1,0,,,,,instagram,instagram_search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,822.002954,4796,3029,36,0.750626,22.833415,171.393443,1.583361,29,29,370,370,341,instagram,instagram_stories,,2,,2,,,,0,,4,4,10,5,10,65,5,65,65,5,4,5,65,,4,65,65,5,2970,108159,108159,2970,2970,108159,108159,108159,2970,2970,,1,1,1,1,1,1,1,1,1,1,1,1,1,1161,1161,1161,1161,0.12,1161,1161,1161,1161,1161,1161,1161,1161,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120242298942200627,It's Complicated (Founder Led) 16/02/26,2026-04-13,2026-04-19,6.98011,3856,3532,158,4.09751,0.044178,1.810195,1.091733,158,158,535,535,376,threads,threads_feed,,,1,1,,,,1,1,,,9,,9,1,,1,1,,,,1,,,1,1,,,550,550,,,550,550,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120242732699810627,Broad Audience,120242732699820627,New Sales ad
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,7.129742,27,10,1,3.703704,7.129742,264.064533,2.7,1,1,7,7,6,audience_network,an_classic,,,,,,,,,,,,,,,2,,2,2,,,,2,,,2,2,,,9398,9398,,,9398,9398,9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120243104078000627,Lookalike Audience,120243104077980627,Cordless Diffuser Carousel
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.299989,1,1,0,0,,299.989161,1,0,,1,1,1,audience_network,rewarded_video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120243104078000627,Lookalike Audience,120243104077980627,Cordless Diffuser Carousel
120243101620220627,BOFU_Conversion_Prospecting_07/03/26,2026-04-13,2026-04-19,0.01,1,1,0,0,,9.999639,1,0,,,,,facebook,facebook_profile_feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120243104078000627,Lookalike Audience,120243104077980627,Cordless Diffuser Carousel
